id,sprites,fr_name,en_name,jpn_name,health,type1,type2,speed,height_m,weight_kg,percentage_male,class,attack,defense,sp_attack,sp_defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,generation,is_legendary,level,trainer
100,100_LGPE.png,Voltorbe,Voltorb,Biriridama?????,40,electric,,100,0.5,10.4,,Ball Pokémon,30,50,55,55,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,330,190,1000000,1,0,,
101,101_LGPE.png,Électrode,Electrode,Marumine?????,60,electric,,150,1.2,66.6,,Ball Pokémon,50,70,80,80,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,490,60,1000000,1,0,,
102,102_LGPE.png,Noeunoeuf,Exeggcute,Tamatama????,60,grass,psychic,40,0.4,2.5,50,Egg Pokémon,40,80,60,45,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,325,90,1250000,1,0,,
103,103_LGPE.png;103_Alola_LGPE.png,Noadkoko;Noadkoko d'Alola,Exeggutor,Nassy????,95,grass,psychic,45,,,50,Coconut Pokémon,105,85,125,75,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,5120,70,530,45,1250000,1,0,,
104,104_LGPE.png,Osselait,Cubone,Karakara????,50,ground,,35,0.4,6.5,50,Lonely Pokémon,50,95,40,50,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,320,190,1000000,1,0,,
105,105_LGPE.png;105_Alola_LGPE.png,Ossatueur;Ossatueur d'Alola,Marowak,Garagara????,60,ground,fire,45,,,50,Bone Keeper Pokémon,80,110,50,80,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,425,75,1000000,1,0,,
106,106_LGPE.png,Kicklee,Hitmonlee,Sawamular?????,50,fighting,,87,1.5,49.8,100,Kicking Pokémon,120,53,35,110,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,1000000,1,0,,
107,107_LGPE.png,Tygnon,Hitmonchan,Ebiwalar?????,50,fighting,,76,1.4,50.2,100,Punching Pokémon,105,79,35,110,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,455,45,1000000,1,0,,
108,108_LGPE.png,Excelangue,Lickitung,Beroringa?????,90,normal,,30,1.2,65.5,50,Licking Pokémon,55,75,60,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,385,45,1000000,1,0,,
109,109_LGPE.png,Smogo,Koffing,Dogars????,40,poison,,35,0.6,1,50,Poison Gas Pokémon,65,95,60,45,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,340,190,1000000,1,0,,
110,110_EB.png;110_Galar_EB.png,Smogogo;Smogogo de Galar,Weezing,Matadogas?????,65,poison,,60,1.2,9.5,50,Poison Gas Pokémon,90,120,85,70,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,490,60,1000000,1,0,,
111,111_LGPE.png,Rhinocorne,Rhyhorn,Sihorn?????,80,ground,rock,25,1,115,50,Spikes Pokémon,85,95,30,30,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,345,120,1250000,1,0,,
112,112_LGPE.png,Rhinoféros,Rhydon,Sidon????,105,ground,rock,40,1.9,120,50,Drill Pokémon,130,120,45,45,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,485,60,1250000,1,0,,
113,113_LGPE.png,Leveinard,Chansey,Lucky????,250,normal,,50,1.1,34.6,0,Egg Pokémon,5,5,35,105,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,450,30,800000,1,0,,
114,114_LGPE.png,Saquedeneu,Tangela,Monjara?????,65,grass,,60,1,35,50,Vine Pokémon,55,115,100,40,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,435,45,1000000,1,0,,
115,115_LGPE.png;115_Méga.png,Kangourex;Méga-Kangourex,Kangaskhan,Garura????,105,normal,,100,2.2,80,0,Parent Pokémon,125,100,60,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,590,45,1000000,1,0,,
116,116_LGPE.png,Hypotrempe,Horsea,Tattu????,30,water,,60,0.4,8,50,Dragon Pokémon,40,70,70,25,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,295,225,1000000,1,0,,
117,117_LGPE.png,Hypocéan,Seadra,Seadra????,55,water,,85,1.2,25,50,Dragon Pokémon,65,95,95,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,440,75,1000000,1,0,,
118,118_LGPE.png,Poissirène,Goldeen,Tosakinto?????,45,water,,63,0.6,15,50,Goldfish Pokémon,67,60,35,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,320,225,1000000,1,0,,
119,119_LGPE.png,Poissoroy,Seaking,Azumao?????,80,water,,68,1.3,39,50,Goldfish Pokémon,92,65,65,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,450,60,1000000,1,0,,
120,120_LGPE.png,Stari,Staryu,Hitodeman?????,30,water,,85,0.8,34.5,,Starshape Pokémon,45,55,70,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,340,225,1250000,1,0,,
121,121_LGPE.png,Staross,Starmie,Starmie?????,60,water,psychic,115,1.1,80,,Mysterious Pokémon,75,85,100,85,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,520,60,1250000,1,0,,
122,122_LGPE.png;122_Galar_EB.png,M. Mime;M. Mime de Galar,Mr. Mime,Barrierd?????,40,psychic,fairy,90,1.3,54.5,50,Barrier Pokémon,45,65,100,120,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,460,45,1000000,1,0,,
123,123_LGPE.png,Insécateur,Scyther,Strike?????,70,bug,flying,105,1.5,56,50,Mantis Pokémon,110,80,55,80,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,6400,70,500,45,1000000,1,0,,
124,124_LGPE.png,Lippoutou,Jynx,Rougela?????,65,ice,psychic,95,1.4,40.6,0,Humanshape Pokémon,50,35,115,95,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,6400,70,455,45,1000000,1,0,,
125,125_LGPE.png,Élektek,Electabuzz,Eleboo????,65,electric,,105,1.1,30,75.4,Electric Pokémon,83,57,95,85,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,490,45,1000000,1,0,,
126,126_LGPE.png,Magmar,Magmar,Boober????,65,fire,,93,1.3,44.5,75.4,Spitfire Pokémon,95,57,100,85,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,495,45,1000000,1,0,,
127,127_LGPE.png;127_Méga.png,Scarabrute;Méga-Scarabrute,Pinsir,Kailios????,65,bug,,105,1.5,55,50,Stagbeetle Pokémon,155,120,65,90,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,6400,70,600,45,1250000,1,0,,
128,128_LGPE.png,Tauros,Tauros,Kentauros?????,75,normal,,110,1.4,88.4,100,Wild Bull Pokémon,100,95,40,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,1250000,1,0,,
129,129_LGPE.png,Magicarpe,Magikarp,Koiking?????,20,water,,80,0.9,10,50,Fish Pokémon,10,55,15,20,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,1280,70,200,255,1250000,1,0,,
130,130_LGPE.png;130_Méga.png,Léviator;Méga-Léviator,Gyarados,Gyarados?????,95,water,flying,81,6.5,235,50,Atrocious Pokémon,155,109,70,130,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,1280,70,640,45,1250000,1,0,,
131,131_LGPE.png,Lokhlass,Lapras,Laplace????,130,water,ice,60,2.5,220,50,Transport Pokémon,85,80,85,95,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,10240,70,535,45,1250000,1,0,,
132,132_LGPE.png,Métamorph,Ditto,Metamon????,48,normal,,48,0.3,4,,Transform Pokémon,48,48,48,48,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,288,35,1000000,1,0,,
133,133_LGPE.png,Évoli,Eevee,Eievui????,55,normal,,55,0.3,6.5,88.1,Evolution Pokémon,55,50,45,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,8960,70,325,45,1000000,1,0,,
134,134_EB.png,Aquali,Vaporeon,Showers?????,130,water,,65,1,29,88.1,Bubble Jet Pokémon,65,60,110,95,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,8960,70,525,45,1000000,1,0,,
135,135_EB.png,Voltali,Jolteon,Thunders?????,65,electric,,130,0.8,24.5,88.1,Lightning Pokémon,65,60,110,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,8960,70,525,45,1000000,1,0,,
136,136_EB.png,Pyroli,Flareon,Booster?????,65,fire,,65,0.9,25,88.1,Flame Pokémon,130,60,95,110,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,8960,70,525,45,1000000,1,0,,
137,137_LGPE.png,Porygon,Porygon,Porygon????,65,normal,,40,0.8,36.5,,Virtual Pokémon,60,70,85,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,395,45,1000000,1,0,,
138,138_LGPE.png,Amonita,Omanyte,Omnite?????,35,rock,water,35,0.4,7.5,88.1,Spiral Pokémon,40,100,90,55,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,1000000,1,0,,
139,139_LGPE.png,Amonistar,Omastar,Omstar?????,70,rock,water,55,1,35,88.1,Spiral Pokémon,60,125,115,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,1000000,1,0,,
140,140_LGPE.png,Kabuto,Kabuto,Kabuto???,30,rock,water,55,0.5,11.5,88.1,Shellfish Pokémon,80,90,55,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,1000000,1,0,,
141,141_LGPE.png,Kabutops,Kabutops,Kabutops?????,60,rock,water,80,1.3,40.5,88.1,Shellfish Pokémon,115,105,65,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,1000000,1,0,,
142,142_LGPE.png;142_Méga.png,Ptéra;Méga-Ptéra,Aerodactyl,Ptera???,80,rock,flying,150,1.8,59,88.1,Fossil Pokémon,135,85,70,95,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,8960,70,615,45,1250000,1,0,,
143,143_LGPE.png,Ronflex,Snorlax,Kabigon????,160,normal,,30,2.1,460,88.1,Sleeping Pokémon,110,65,65,110,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,70,540,25,1250000,1,0,,
144,144_LGPE.png,Artikodin,Articuno,Freezer?????,90,ice,flying,85,1.7,55.4,,Freeze Pokémon,85,100,95,125,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,20480,35,580,3,1250000,1,1,,
145,145_LGPE.png,Électhor,Zapdos,Thunder????,90,electric,flying,100,1.6,52.6,,Electric Pokémon,90,85,125,90,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,20480,35,580,3,1250000,1,1,,
146,146_LGPE.png,Sulfura,Moltres,Fire?????,90,fire,flying,90,2,60,,Flame Pokémon,100,90,125,85,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,20480,35,580,3,1250000,1,1,,
147,147_LGPE.png,Minidraco,Dratini,Miniryu?????,41,dragon,,50,1.8,3.3,50,Dragon Pokémon,64,45,50,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,1250000,1,0,,
148,148_LGPE.png,Draco,Dragonair,Hakuryu?????,61,dragon,,70,4,16.5,50,Dragon Pokémon,84,65,70,70,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,1250000,1,0,,
149,149_LGPE.png,Dracolosse,Dragonite,Kairyu?????,91,dragon,flying,80,2.2,210,50,Dragon Pokémon,134,95,100,100,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,600,45,1250000,1,0,,
150,150_LGPE.png;150_Méga_X.png;150_Méga_Y.png,Mewtwo;Méga-Mewtwo X;Méga-Mewtwo Y,Mewtwo,Mewtwo?????,106,psychic,,140,2,122,,Genetic Pokémon,150,70,194,120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,780,3,1250000,1,1,,
151,151_LGPE.png,Mew,Mew,Mew???,100,psychic,,100,0.4,4,,New Species Pokémon,100,100,100,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,100,600,45,1059860,1,1,,
152,152.png,Germignon,Chikorita,Chicorita?????,45,grass,,45,0.9,6.4,88.1,Leaf Pokémon,49,65,49,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,1059860,2,0,,
153,153.png,Macronium,Bayleef,Bayleaf?????,60,grass,,60,1.2,15.8,88.1,Leaf Pokémon,62,80,63,80,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,1059860,2,0,,
154,154.png,Méganium,Meganium,Meganium?????,80,grass,,80,1.8,100.5,88.1,Herb Pokémon,82,100,83,100,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,525,45,1059860,2,0,,
155,155.png,Héricendre,Cyndaquil,Hinoarashi?????,39,fire,,65,0.5,7.9,88.1,Fire Mouse Pokémon,52,43,60,50,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,1059860,2,0,,
156,156.png,Feurisson,Quilava,Magmarashi?????,58,fire,,80,0.9,19,88.1,Volcano Pokémon,64,58,80,65,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,405,45,1059860,2,0,,
157,157.png,Typhlosion,Typhlosion,Bakphoon?????,78,fire,,100,1.7,79.5,88.1,Volcano Pokémon,84,78,109,85,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,534,45,1059860,2,0,,
158,158.png,Kaiminus,Totodile,Waninoko????,50,water,,43,0.6,9.5,88.1,Big Jaw Pokémon,65,64,44,48,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,1059860,2,0,,
159,159.png,Crocrodil,Croconaw,Alligates?????,65,water,,58,1.1,25,88.1,Big Jaw Pokémon,80,80,59,63,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,1059860,2,0,,
160,160.png,Aligatueur,Feraligatr,Ordile?????,85,water,,78,2.3,88.8,88.1,Big Jaw Pokémon,105,100,79,83,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,530,45,1059860,2,0,,
161,161.png,Fouinette,Sentret,Otachi???,35,normal,,20,0.8,6,50,Scout Pokémon,46,34,35,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,215,255,1000000,2,0,,
162,162.png,Fouinar,Furret,Ootachi????,85,normal,,90,1.8,32.5,50,Long Body Pokémon,76,64,45,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,415,90,1000000,2,0,,
163,163_EB.png,Hoothoot,Hoothoot,Hoho????,60,normal,flying,50,0.7,21.2,50,Owl Pokémon,30,30,36,56,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,262,255,1000000,2,0,,
164,164_EB.png,Noarfang,Noctowl,Yorunozuku?????,100,normal,flying,70,1.6,40.8,50,Owl Pokémon,50,50,86,96,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,452,90,1000000,2,0,,
165,165.png,Coxy,Ledyba,Rediba????,40,bug,flying,55,1,10.8,50,Five Star Pokémon,20,30,40,80,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,265,255,800000,2,0,,
166,166.png,Coxyclaque,Ledian,Redian?????,55,bug,flying,85,1.4,35.6,50,Five Star Pokémon,35,50,55,110,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,390,90,800000,2,0,,
167,167.png,Mimigal,Spinarak,Itomaru????,40,bug,poison,30,0.5,8.5,50,String Spit Pokémon,60,40,40,40,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,250,255,800000,2,0,,
168,168.png,Migalos,Ariados,Ariados?????,70,bug,poison,40,1.1,33.5,50,Long Leg Pokémon,90,70,60,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,400,90,800000,2,0,,
169,169.png,Nostenfer,Crobat,Crobat?????,85,poison,flying,130,1.8,75,50,Bat Pokémon,90,80,70,80,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,3840,70,535,90,1000000,2,0,,
170,170_EB.png,Loupio,Chinchou,Chonchie?????,75,water,electric,67,0.5,12,50,Angler Pokémon,38,38,56,56,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,330,190,1250000,2,0,,
171,171_EB.png,Lanturn,Lanturn,Lantern?????,125,water,electric,67,1.2,22.5,50,Light Pokémon,58,58,76,76,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,5120,70,460,75,1250000,2,0,,
172,172_EB.png,Pichu,Pichu,Pichu????,20,electric,,60,0.3,2,50,Tiny Mouse Pokémon,40,15,35,35,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,70,205,190,1000000,2,0,,
173,173_EB.png,Mélo,Cleffa,Py??,50,fairy,,15,0.3,3,24.6,Star Shape Pokémon,25,28,45,55,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,140,218,150,800000,2,0,,
174,174.png,Toudoudou,Igglybuff,Pupurin????,90,normal,fairy,15,0.3,1,24.6,Balloon Pokémon,30,15,40,20,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2560,70,210,170,800000,2,0,,
175,175_EB.png,Togepi,Togepi,Togepy????,35,fairy,,20,0.3,1.5,88.1,Spike Ball Pokémon,20,65,40,65,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,2560,70,245,190,800000,2,0,,
176,176_EB.png,Togetic,Togetic,Togechick?????,55,fairy,flying,40,0.6,3.2,88.1,Happiness Pokémon,40,85,80,105,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,405,75,800000,2,0,,
177,177_EB.png,Natu,Natu,Naty????,40,psychic,flying,70,0.2,2,50,Little Bird Pokémon,50,45,70,45,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,320,190,1000000,2,0,,
178,178_EB.png,Xatu,Xatu,Natio?????,65,psychic,flying,95,1.5,15,50,Mystic Pokémon,75,70,95,70,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,470,75,1000000,2,0,,
179,179.png,Wattouat,Mareep,Merriep????,55,electric,,35,0.6,7.8,50,Wool Pokémon,40,40,65,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,280,235,1059860,2,0,,
180,180.png,Lainergie,Flaaffy,Mokoko???,70,electric,,45,0.8,13.3,50,Wool Pokémon,55,55,80,60,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,365,120,1059860,2,0,,
181,181.png;181_Méga.png,Pharamp;Méga-Pharamp,Ampharos,Denryu?????,90,electric,,45,1.4,61.5,50,Light Pokémon,95,105,165,110,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,610,45,1059860,2,0,,
182,182_EB.png,Joliflor,Bellossom,Kireihana?????,75,grass,,50,0.4,5.8,50,Flower Pokémon,80,95,90,100,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,490,45,1059860,2,0,,
183,183.png,Marill,Marill,Maril???,70,water,fairy,40,0.4,8.5,50,Aquamouse Pokémon,20,50,20,50,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,250,190,800000,2,0,,
184,184.png,Azumarill,Azumarill,Marilli????,100,water,fairy,50,0.8,28.5,50,Aquarabbit Pokémon,50,80,60,80,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,2560,70,420,75,800000,2,0,,
185,185_EB.png,Simularbre,Sudowoodo,Usokkie?????,70,rock,,30,1.2,38,50,Imitation Pokémon,100,115,30,65,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,410,65,1000000,2,0,,
186,186.png,Tarpaud,Politoed,Nyorotono?????,90,water,,70,1.1,33.9,50,Frog Pokémon,75,75,90,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,500,45,1059860,2,0,,
187,187.png,Granivol,Hoppip,Hanecco????,35,grass,flying,50,0.4,0.5,50,Cottonweed Pokémon,35,40,35,55,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,250,255,1059860,2,0,,
188,188.png,Floravol,Skiploom,Popocco????,55,grass,flying,80,0.6,1,50,Cottonweed Pokémon,45,50,45,65,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,340,120,1059860,2,0,,
189,189.png,Cotovol,Jumpluff,Watacco????,75,grass,flying,110,0.8,3,50,Cottonweed Pokémon,55,70,55,95,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,5120,70,460,45,1059860,2,0,,
190,190.png,Capumain,Aipom,Eipam????,55,normal,,85,0.8,11.5,50,Long Tail Pokémon,70,55,40,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,360,45,800000,2,0,,
191,191.png,Tournegrin,Sunkern,Himanuts?????,30,grass,,30,0.3,1.8,50,Seed Pokémon,30,30,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,180,235,1059860,2,0,,
192,192.png,Héliatronc,Sunflora,Kimawari????,75,grass,,30,0.8,8.5,50,Sun Pokémon,75,55,105,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,425,120,1059860,2,0,,
193,193.png,Yanma,Yanma,Yanyanma?????,65,bug,flying,95,1.2,38,50,Clear Wing Pokémon,65,45,75,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,390,75,1000000,2,0,,
194,194_EB.png,Axoloto,Wooper,Upah???,55,water,ground,15,0.4,8.5,50,Water Fish Pokémon,45,45,25,25,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,210,255,1000000,2,0,,
195,195_EB.png,Maraiste,Quagsire,Nuoh???,95,water,ground,35,1.4,75,50,Water Fish Pokémon,85,85,65,65,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,430,90,1000000,2,0,,
196,196_EB.png,Mentali,Espeon,Eifie????,65,psychic,,110,0.9,26.5,88.1,Sun Pokémon,65,60,130,95,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,8960,70,525,45,1000000,2,0,,
197,197_EB.png,Noctali,Umbreon,Blacky?????,95,dark,,65,1,27,88.1,Moonlight Pokémon,65,110,60,130,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,8960,35,525,45,1000000,2,0,,
198,198.png,Cornèbre,Murkrow,Yamikarasu?????,60,dark,flying,91,0.5,2.1,50,Darkness Pokémon,85,42,85,42,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,405,30,1059860,2,0,,
199,199.png,Roigada,Slowking,Yadoking?????,95,water,psychic,30,2,79.5,50,Royal Pokémon,75,80,100,110,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,5120,70,490,70,1000000,2,0,,
200,200.png,Feuforêve,Misdreavus,Muma???,60,ghost,,85,0.7,1,50,Screech Pokémon,60,60,85,85,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,435,45,800000,2,0,,
201,201_F.png,Zarbi,Unown,Unknown?????,48,psychic,,48,0.5,5,,Symbol Pokémon,72,48,72,48,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,10240,70,336,225,1000000,2,0,,
202,202_EB.png,Qulbutoké,Wobbuffet,Sonans?????,190,psychic,,33,1.3,28.5,50,Patient Pokémon,33,58,33,58,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,405,45,1000000,2,0,,
203,203.png,Girafarig,Girafarig,Kirinriki?????,70,normal,psychic,85,1.5,41.5,50,Long Neck Pokémon,80,65,90,65,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,455,60,1000000,2,0,,
204,204.png,Pomdepik,Pineco,Kunugidama?????,50,bug,,15,0.6,7.2,50,Bagworm Pokémon,65,90,35,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,5120,70,290,190,1000000,2,0,,
205,205.png,Foretress,Forretress,Foretos?????,75,bug,steel,40,1.2,125.8,50,Bagworm Pokémon,90,140,60,60,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,465,75,1000000,2,0,,
206,206.png,Insolourdo,Dunsparce,Nokocchi????,100,normal,,45,1.5,14,50,Land Snake Pokémon,70,70,65,65,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,415,190,1000000,2,0,,
